,case_identifier,inputstate_2016,healthcov2_2016,educ_2016,marstat_2016,faminc_2016,presvote16post_2016
250,6371126,Michigan,I have private insurance or belong to an HMO.,2-year,Married,Prefer not to say,Donald Trump
251,6372302,South Carolina,Other,Post-grad,Married,"$120,000 - $149,999",Donald Trump
252,6372518,California,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Widowed,"$40,000 - $49,999",Donald Trump
253,6372674,Massachusetts,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$40,000 - $49,999",Donald Trump
254,6376448,Arizona,I have private insurance or belong to an HMO.,2-year,Married,"$120,000 - $149,999",Donald Trump
255,6376739,Pennsylvania,I have private insurance or belong to an HMO.,Some college,Married,Prefer not to say,Donald Trump
256,6377012,Colorado,I have private insurance or belong to an HMO.,Post-grad,Divorced,"$120,000 - $149,999",Donald Trump
257,6377219,Washington,I have private insurance or belong to an HMO.,4-year,Married,"$100,000 - $119,999",Hillary Clinton
258,6381221,Texas,I have private insurance or belong to an HMO.,4-year,Married,Prefer not to say,Gary Johnson
259,6381806,California,I have private insurance or belong to an HMO.,Some college,Married,"$80,000 - $99,999",Donald Trump
260,6382718,Washington,I have private insurance or belong to an HMO.,4-year,Married,"$50,000 - $59,999",Hillary Clinton
261,6382949,Texas,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$30,000 - $39,999",Donald Trump
262,6383609,Missouri,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Married,Prefer not to say,Donald Trump
263,6384797,Florida,I have private insurance or belong to an HMO.,4-year,Single,"Less than $10,000",Donald Trump
264,6385868,Utah,I have private insurance or belong to an HMO.,Some college,Domestic partnership,"$120,000 - $149,999",Donald Trump
265,6386678,Nevada,I have private insurance or belong to an HMO.,Post-grad,Married,"$150,000 - $199,999",Donald Trump
266,6389924,Washington,,Some college,Married,Prefer not to say,Donald Trump
267,6391505,Arizona,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Divorced,"$20,000 - $29,999",Donald Trump
268,6392225,Oklahoma,,Some college,Single,"$20,000 - $29,999",Hillary Clinton
269,6393803,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$60,000 - $69,999",Donald Trump
270,6395504,Pennsylvania,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Married,"$80,000 - $99,999",Donald Trump
271,6396401,Wisconsin,I have private insurance or belong to an HMO.,Some college,Single,Prefer not to say,Donald Trump
272,6400403,California,I have private insurance or belong to an HMO.,Post-grad,Married,"$200,000 - $249,999",Donald Trump
273,6400457,Minnesota,I have private insurance or belong to an HMO.,High school graduate,Married,"$250,000 - $349,999",Donald Trump
274,6400898,New York,I have private insurance or belong to an HMO.,High school graduate,Divorced,"$60,000 - $69,999",Donald Trump
275,6401015,New York,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Divorced,"$30,000 - $39,999",Hillary Clinton
276,6401321,California,I have private insurance or belong to an HMO.,4-year,Divorced,"$100,000 - $119,999",Donald Trump
277,6405365,Florida,I have private insurance or belong to an HMO.,4-year,Single,Prefer not to say,Hillary Clinton
278,6406562,Wisconsin,,Some college,Single,"$20,000 - $29,999",Donald Trump
279,6406961,Texas,I have private insurance or belong to an HMO.,Some college,Married,"$100,000 - $119,999",Hillary Clinton
280,6409022,New York,I have private insurance or belong to an HMO.,4-year,Married,Prefer not to say,Donald Trump
281,6410645,Pennsylvania,I have private insurance or belong to an HMO.,Some college,Married,"$120,000 - $149,999",Donald Trump
282,6411257,Pennsylvania,Other,Post-grad,Married,"$120,000 - $149,999",Donald Trump
283,6413630,Maryland,Other,4-year,Married,"$150,000 - $199,999",Donald Trump
284,6414236,Missouri,I have private insurance or belong to an HMO.,Post-grad,Married,"$150,000 - $199,999",Hillary Clinton
285,6416438,North Carolina,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$50,000 - $59,999",Donald Trump
286,6418754,California,,4-year,Widowed,"$60,000 - $69,999",Gary Johnson
287,6419111,California,I have private insurance or belong to an HMO.,Post-grad,Married,"$150,000 - $199,999",Hillary Clinton
288,6419432,Oregon,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$50,000 - $59,999",Donald Trump
289,6420122,California,I have private insurance or belong to an HMO.,4-year,Married,"$150,000 - $199,999",Donald Trump
290,6420962,Nevada,I have private insurance or belong to an HMO.,4-year,Single,"$50,000 - $59,999",Donald Trump
291,6421214,Colorado,Other,4-year,Divorced,"$150,000 - $199,999",Donald Trump
292,6428831,Michigan,I have private insurance or belong to an HMO.,4-year,Married,"$120,000 - $149,999",Hillary Clinton
293,6429641,Kentucky,I have private insurance or belong to an HMO.,High school graduate,Married,"$60,000 - $69,999",Donald Trump
294,6429842,Minnesota,I have private insurance or belong to an HMO.,Post-grad,Married,"$60,000 - $69,999",Donald Trump
295,6430100,Oregon,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,Prefer not to say,Hillary Clinton
296,6431615,Michigan,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Married,"$350,000 - $499,999",Donald Trump
297,6432962,California,I have private insurance or belong to an HMO.,Some college,Married,Prefer not to say,Donald Trump
298,6433022,California,I have private insurance or belong to an HMO.,Post-grad,Married,"$120,000 - $149,999",Hillary Clinton
299,6435506,Montana,I have private insurance or belong to an HMO.,4-year,Divorced,"$40,000 - $49,999",Donald Trump
300,6439925,Wisconsin,I have private insurance or belong to an HMO.,2-year,Married,"$80,000 - $99,999",Donald Trump
301,6440513,Oregon,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$70,000 - $79,999",Hillary Clinton
302,6442295,Ohio,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$30,000 - $39,999",Hillary Clinton
303,6442748,Tennessee,I have private insurance or belong to an HMO.,Post-grad,Married,"$150,000 - $199,999",Donald Trump
304,6443261,New York,I have private insurance or belong to an HMO.,Some college,Married,"$60,000 - $69,999",Donald Trump
305,6444770,Indiana,I have private insurance or belong to an HMO.,2-year,Married,"$80,000 - $99,999",Donald Trump
306,6444905,New York,,Some college,Married,Prefer not to say,Donald Trump
307,6447599,Florida,I have private insurance or belong to an HMO.,4-year,Married,Prefer not to say,Donald Trump
308,6453008,Minnesota,I have private insurance or belong to an HMO.,4-year,Married,Prefer not to say,Hillary Clinton
309,6456005,Missouri,I have private insurance or belong to an HMO.,Post-grad,Married,"$150,000 - $199,999",Donald Trump
310,6460793,Illinois,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$150,000 - $199,999",Gary Johnson
311,6462023,New York,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Widowed,"$50,000 - $59,999",Donald Trump
312,6464678,Texas,I have private insurance or belong to an HMO.,4-year,Divorced,Prefer not to say,Donald Trump
313,6466028,Louisiana,I have private insurance or belong to an HMO.,Post-grad,Single,Prefer not to say,Donald Trump
314,6467498,Wisconsin,Other,Some college,Married,"$200,000 - $249,999",Donald Trump
315,6469808,Virginia,I have private insurance or belong to an HMO.,Post-grad,Married,"$120,000 - $149,999",Donald Trump
316,6474713,Virginia,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$100,000 - $119,999",Hillary Clinton
317,6476231,Arizona,I have private insurance or belong to an HMO.,4-year,Single,"$200,000 - $249,999",Gary Johnson
318,6476726,Florida,I have private insurance or belong to an HMO.,2-year,Married,"$150,000 - $199,999",Donald Trump
319,6478346,North Dakota,,High school graduate,Single,"$40,000 - $49,999",Donald Trump
320,6483362,Texas,I have private insurance or belong to an HMO.,4-year,Married,Prefer not to say,Hillary Clinton
321,6484904,Pennsylvania,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$50,000 - $59,999",Donald Trump
322,6485570,Michigan,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$30,000 - $39,999",Donald Trump
323,6486587,West Virginia,I have private insurance or belong to an HMO.,Some college,Married,"$40,000 - $49,999",Hillary Clinton
324,6488348,New York,I have private insurance or belong to an HMO.,Post-grad,Married,"$120,000 - $149,999",Donald Trump
325,6488591,Illinois,I have private insurance or belong to an HMO.,Post-grad,Married,"$60,000 - $69,999",Hillary Clinton
326,6489881,New Jersey,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Divorced,"$70,000 - $79,999",Donald Trump
327,6492236,Washington,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Widowed,Prefer not to say,Donald Trump
328,6493475,Georgia,I have private insurance or belong to an HMO.,High school graduate,Married,"$60,000 - $69,999",Donald Trump
329,6493781,Pennsylvania,I have private insurance or belong to an HMO.,High school graduate,Widowed,"$30,000 - $39,999",Gary Johnson
330,6497096,Arizona,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$50,000 - $59,999",Donald Trump
331,6497288,Mississippi,I have private insurance or belong to an HMO.,Post-grad,Married,"$120,000 - $149,999",Donald Trump
332,6501659,California,I have private insurance or belong to an HMO.,Post-grad,Married,"$250,000 - $349,999",Jill Stein
333,6503879,Illinois,I have private insurance or belong to an HMO.,Post-grad,Single,"$100,000 - $119,999",Donald Trump
334,6505772,Massachusetts,I have private insurance or belong to an HMO.,Post-grad,Married,"$350,000 - $499,999",Donald Trump
335,6505883,Washington,I have private insurance or belong to an HMO.,4-year,Married,"$120,000 - $149,999",Donald Trump
336,6507935,Florida,,High school graduate,Married,"$20,000 - $29,999",Donald Trump
337,6510563,Texas,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Widowed,"$60,000 - $69,999",Donald Trump
338,6511742,Texas,I have private insurance or belong to an HMO.,4-year,Married,"$100,000 - $119,999",Donald Trump
339,6511793,Florida,I have private insurance or belong to an HMO.,4-year,Single,"$20,000 - $29,999",Hillary Clinton
340,6512660,California,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Divorced,"$20,000 - $29,999",Hillary Clinton
341,6513770,Ohio,,2-year,Single,"Less than $10,000",Hillary Clinton
342,6517199,North Carolina,I have private insurance or belong to an HMO.,Post-grad,Married,Prefer not to say,Hillary Clinton
343,6518696,Missouri,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$30,000 - $39,999",Donald Trump
344,6520697,North Carolina,I have private insurance or belong to an HMO.,4-year,Single,"$80,000 - $99,999",Hillary Clinton
345,6520724,Missouri,I have private insurance or belong to an HMO.,4-year,Married,"$100,000 - $119,999",Donald Trump
346,6521126,Michigan,I have private insurance or belong to an HMO.,2-year,Single,"$20,000 - $29,999",Donald Trump
347,6525953,Washington,I have private insurance or belong to an HMO.,Some college,Married,"$80,000 - $99,999",Hillary Clinton
348,6526178,Washington,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$50,000 - $59,999",Donald Trump
349,6528290,Tennessee,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$70,000 - $79,999",Donald Trump
350,6528377,Colorado,I have private insurance or belong to an HMO.,4-year,Married,Prefer not to say,Hillary Clinton
351,6530339,Mississippi,,Some college,Married,"$60,000 - $69,999",Other
352,6531266,Illinois,I have private insurance or belong to an HMO.,Post-grad,Married,"$100,000 - $119,999",Hillary Clinton
353,6532187,Michigan,I have private insurance or belong to an HMO.,Post-grad,Married,"$150,000 - $199,999",Donald Trump
354,6532658,Florida,,4-year,Single,Prefer not to say,Hillary Clinton
355,6532769,New York,I have private insurance or belong to an HMO.,4-year,Married,"$120,000 - $149,999",Donald Trump
356,6533945,Ohio,I have private insurance or belong to an HMO.,4-year,Married,"$100,000 - $119,999",Donald Trump
357,6536294,New York,I have private insurance or belong to an HMO.,No HS,Married,"$120,000 - $149,999",Donald Trump
358,6536567,Texas,I have private insurance or belong to an HMO.,Post-grad,Married,Prefer not to say,Hillary Clinton
359,6537491,Maryland,I have private insurance or belong to an HMO.,4-year,Single,"$60,000 - $69,999",Other
360,6540710,Georgia,I have private insurance or belong to an HMO.,Post-grad,Married,"$100,000 - $119,999",Donald Trump
361,6541916,Florida,I have private insurance or belong to an HMO.,Post-grad,Married,"$80,000 - $99,999",Donald Trump
362,6547295,California,I have private insurance or belong to an HMO.,4-year,Divorced,"$100,000 - $119,999",Hillary Clinton
363,6549413,Oregon,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Married,"$30,000 - $39,999",Hillary Clinton
364,6555185,North Carolina,I have private insurance or belong to an HMO.,Post-grad,Married,"$200,000 - $249,999",Donald Trump
365,6555551,Tennessee,Other,Post-grad,Married,"$100,000 - $119,999",Other
366,6559001,Pennsylvania,Other,Post-grad,Married,"$120,000 - $149,999",Hillary Clinton
367,6559061,Montana,I have private insurance or belong to an HMO.,Some college,Divorced,"$40,000 - $49,999",Hillary Clinton
368,6559694,Tennessee,,4-year,Married,"$120,000 - $149,999",Donald Trump
369,6560996,California,I have private insurance or belong to an HMO.,4-year,Married,"$100,000 - $119,999",Donald Trump
370,6561803,Pennsylvania,I have private insurance or belong to an HMO.,High school graduate,Married,Prefer not to say,Donald Trump
371,6565658,California,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Widowed,"$40,000 - $49,999",Donald Trump
